gold_label,Premise,Hypothesis,pred_label,pred_expl,heuristic
entailment,The professor recommended the students and the presidents .,The professor recommended the students .,entailment, the professor is the professor .,subsequence
entailment,The manager and the artist waited .,The artist waited .,entailment, the manager is a manager .,subsequence
entailment,The bankers called the actor and the doctor .,The bankers called the actor .,entailment, the actor is the actor .,subsequence
entailment,The athletes and the actor recognized the doctor .,The actor recognized the doctor .,entailment, the actor is the actor .,subsequence
entailment,The actor and the judges avoided the athlete .,The judges avoided the athlete .,entailment, the actor and the judges are the same thing .,subsequence
entailment,The student and the athletes mentioned the president .,The athletes mentioned the president .,entailment, the student and the athletes that the president are the athletes .,subsequence
entailment,The student admired the senators and the lawyer .,The student admired the senators .,entailment, the student is the senior .,subsequence
entailment,The actor and the managers resigned .,The managers resigned .,entailment, the actor and the manager are the people who are .,subsequence
entailment,The athletes and the actors resigned .,The actors resigned .,entailment, the actors are actors .,subsequence
entailment,The bankers and the judges advised the athlete .,The judges advised the athlete .,entailment, the judges and the judges are the same .,subsequence
entailment,The judge and the athletes slept .,The athletes slept .,entailment, the athletes are the same as athletes .,subsequence
entailment,The lawyer called the bankers and the students .,The lawyer called the bankers .,entailment, the first sentence is less descriptive of the first,subsequence
entailment,The artists admired the senators and the tourist .,The artists admired the senators .,contradiction," the artists are either at the same time , or the .",subsequence
entailment,The manager and the students admired the banker .,The students admired the banker .,entailment, the students are the students .,subsequence
entailment,The tourists and the actor waited .,The actor waited .,entailment, the tourists are waiting .,subsequence
